T,m
1.0,0.99832326
1.0862068965517242,0.9978514
1.1724137931034482,0.9961241
1.2586206896551724,0.9943515
1.3448275862068966,0.9924327
1.4310344827586208,0.98913103
1.5172413793103448,0.9852475
1.603448275862069,0.9795594
1.6896551724137931,0.9721969
1.7758620689655173,0.96376204
1.8620689655172413,0.95327836
1.9482758620689655,0.94042915
2.0344827586206895,0.9256386
2.1206896551724137,0.9054127
2.206896551724138,0.8847217
2.293103448275862,0.8592595
2.3793103448275863,0.8272983
2.4655172413793105,0.78464776
2.5517241379310347,0.20666163
2.6379310344827585,0.10185656
2.7241379310344827,0.00704492
2.810344827586207,0.03615356
2.896551724137931,0.01469966
2.9827586206896552,0.06047108
3.0689655172413794,0.03298076
3.1551724137931036,0.03851912
3.2413793103448274,0.00313788
3.3275862068965516,0.00076872
3.413793103448276,0.01497876
3.5,0.00447018
